조건,다음날상승확률(%),발생횟수,기준선대비(%p),평균수익(%)
"20저점 + 50저점 + 이격-10",55.6,36,4.5,1.13
"20저점 + 이격-10 + 종가하락2",55.6,45,4.5,0.13
"50저점 + 60아래 + 이격-10",55.6,36,4.5,1.13
"50저점 + 이격-10",55.6,36,4.5,1.13
"50저점 + 이격-10 + 이격-5",55.6,36,4.5,1.13
"20저점 + 60아래 + 종가하락4",55.6,36,4.5,0.60
"20아래 + 3%하락 + 5%하락",55.5,164,4.4,0.95
"20아래 + 5%하락",55.5,164,4.4,0.95
"20아래 + 고변동5 + 음봉3",55.5,128,4.4,0.28
"20아래 + 음봉3 + 종가하락2",55.5,238,4.4,0.24
"10_20하향",55.5,110,4.4,0.01
"20아래 + 갭하락1 + 갭하락2",55.5,211,4.4,0.40
"20아래 + 갭하락2",55.5,211,4.4,0.40
"갭상승1 + 이격+10 + 종가상승3",55.4,101,4.3,0.59
"3%하락 + 60위 + 음봉2",55.4,101,4.3,0.57
"60아래 + 거래량1.5 + 음봉1",55.4,101,4.3,0.53
"3%상승 + 3일+10% + 5%상승",55.4,92,4.3,0.69
"3일+10% + 5%상승",55.4,92,4.3,0.69
"음봉1 + 이격-5 + 종가하락4",55.4,92,4.3,0.55
"60위 + 이격+10 + 종가상승3",55.4,175,4.3,0.63
"3%하락 + 갭하락1 + 갭하락2",55.4,166,4.3,0.35
"3%하락 + 갭하락2",55.4,166,4.3,0.35
"3%하락 + 갭하락1 + 종가하락2",55.4,157,4.3,0.31
"20위 + 3일+10% + 갭상승2",55.4,74,4.3,0.78
"음봉1 + 음봉2 + 종가하락3",55.4,278,4.3,0.13
"음봉2 + 종가하락2 + 종가하락3",55.4,278,4.3,0.13
"음봉2 + 종가하락3",55.4,278,4.3,0.13
"20저점 + 60아래 + 종가하락3",55.4,65,4.3,0.56
"3%상승 + 5일+15% + 갭상승1",55.4,65,4.3,0.61
"5일+15% + 60위 + 종가상승3",55.4,65,4.3,1.11
"60아래 + 갭상승1 + 음봉3",55.4,65,4.3,-0.08
"거래량절반 + 양봉1",55.4,65,4.3,0.55
"음봉3 + 이격-5 + 종가하락3",55.4,121,4.3,0.22
"60위 + 고변동8 + 음봉1",55.4,56,4.3,-0.06
"5일+15% + 갭상승1 + 고변동5",55.4,56,4.3,0.18
"갭하락1 + 갭하락2 + 고변동5",55.4,168,4.3,0.50
"갭하락2 + 고변동5",55.4,168,4.3,0.50
"갭하락1 + 고변동5 + 종가하락2",55.4,112,4.3,0.47
"3일+10% + 이격+10 + 종가상승2",55.3,103,4.2,0.89
"음봉2 + 이격-10 + 종가하락2",55.3,103,4.2,-0.20
"20위 + 이격+10",55.3,553,4.2,0.65
"20위 + 이격+10 + 이격+5",55.3,553,4.2,0.65
"이격+10",55.3,553,4.2,0.65
"이격+10 + 이격+5",55.3,553,4.2,0.65
"RSI과매수80 + 고변동5 + 양봉2",55.3,47,4.2,0.16
"음봉4 + 이격-10 + 종가하락2",55.3,47,4.2,-0.20
"60위 + RSI과매수70 + 이격+10",55.3,443,4.2,0.62
"10일+20% + 양봉2 + 종가상승2",55.3,85,4.2,0.28
"3%상승 + 갭상승2 + 이격+10",55.3,85,4.2,0.70
"3일+10% + 갭상승1 + 고변동5",55.3,85,4.2,0.39
"갭상승2 + 고변동5 + 이격+5",55.3,85,4.2,0.20
"20위 + 갭하락1 + 이격+10",55.3,85,4.2,0.88
"갭하락1 + 이격+10",55.3,85,4.2,0.88
"갭하락1 + 이격+10 + 이격+5",55.3,85,4.2,0.88
"3%상승 + 3일+10% + 종가상승3",55.3,85,4.2,0.95
"3%상승 + 이격+5 + 종가상승2",55.3,208,4.2,0.58
"3%하락 + 5%하락 + 음봉1",55.3,199,4.2,0.82
"5%하락 + 음봉1",55.3,199,4.2,0.82
"RSI과매수70 + 이격+10 + 종가상승2",55.3,237,4.2,0.78
"20위 + 3일+10% + 고변동8",55.3,38,4.2,0.88
"3일+10% + 5%상승 + 이격+5",55.3,76,4.2,0.49
"7%상승 + 양봉2 + 이격+10",55.3,38,4.2,0.54
"RSI과매수80 + 갭상승1 + 양봉1",55.3,76,4.2,0.26
"양봉1 + 이격+10 + 종가상승2",55.3,228,4.2,0.61
"5일+15% + RSI과매수80 + 종가상승3",55.3,38,4.2,1.42
"RSI과매도30 + 음봉1 + 이격-10",55.3,152,4.2,0.03
"7%하락 + 갭하락2 + 거래량1.5",55.3,38,4.2,0.31
"RSI과매수70 + 음봉1 + 종가상승3",55.3,38,4.2,0.72
"3일+10% + 갭상승2 + 종가상승2",55.2,67,4.1,0.95
"20고점 + 갭상승1 + 종가상승2",55.2,67,4.1,0.62
"3일+10% + 5일+15% + 이격+10",55.2,96,4.1,0.96
"3%하락 + 60아래 + 음봉3",55.2,96,4.1,0.56
"60위 + RSI과매수80 + 이격+10",55.2,221,4.1,0.40
"20위 + RSI과매수70 + 갭상승2",55.2,125,4.1,0.70
"RSI과매수70 + 갭상승1 + 갭상승2",55.2,125,4.1,0.70
"RSI과매수70 + 갭상승2",55.2,125,4.1,0.70
"RSI과매수70 + 갭상승2 + 이격+5",55.2,125,4.1,0.70
"RSI과매수70 + 양봉1 + 이격+10",55.2,308,4.1,0.73
"3%상승 + RSI과매수80 + 갭상승1",55.2,58,4.1,0.46
"RSI과매수70 + 갭상승1 + 이격+10",55.2,203,4.1,0.51
"20고점 + 갭상승1 + 양봉1",55.2,87,4.1,0.54
"고변동5 + 이격+5 + 종가상승3",55.2,87,4.1,0.35
"60아래 + 갭하락2 + 양봉1",55.2,87,4.1,0.33
"60아래 + 갭상승1 + 종가상승2",55.1,107,4.0,1.05
"5%상승 + 양봉2 + 이격+5",55.1,78,4.0,0.18
"60아래 + 양봉1 + 종가하락2",55.1,78,4.0,0.13
"60위 + 갭상승2 + 이격+10",55.1,127,4.0,0.63
"3일-10% + 음봉1 + 음봉2",55.1,98,4.0,0.64
"3일-10% + 음봉2",55.1,98,4.0,0.64
"3일-10% + 60아래 + 갭하락2",55.1,49,4.0,0.72
"고변동5 + 양봉1 + 이격-10",55.1,49,4.0,1.12
"20고점 + 3%상승 + 거래량1.5",55.1,49,4.0,0.41
"음봉1 + 이격+10 + 종가상승2",55.1,49,4.0,1.05
"RSI과매수70 + 양봉1 + 종가상승3",55.1,167,4.0,0.68
"5_10상향 + 60위 + 양봉1",55.1,69,4.0,0.39
"10일+20% + 3일+10% + 양봉1",55.1,69,4.0,0.63
"갭상승2 + 고변동5 + 이격+10",55.1,69,4.0,-0.00
"20고점 + 20위 + 5%상승",55.1,69,4.0,0.35
"20고점 + 3%상승 + 5%상승",55.1,69,4.0,0.35
"20고점 + 5%상승",55.1,69,4.0,0.35
"20고점 + 5%상승 + 양봉1",55.1,69,4.0,0.35
"20고점 + 5%상승 + 이격+5",55.1,69,4.0,0.35
"3일+10% + RSI과매수70 + 종가상승3",55.1,69,4.0,1.10
"3%하락 + 고변동8 + 이격-5",55.1,69,4.0,1.01
"5%하락 + 60아래 + 갭하락2",55.1,69,4.0,0.59
"3%상승 + RSI과매수80 + 이격+10",55.1,89,4.0,0.45
"5일+15% + 이격+5 + 종가상승2",55.1,89,4.0,1.13
"20위 + 이격+10 + 종가상승2",55.0,278,3.9,0.68
"이격+10 + 이격+5 + 종가상승2",55.0,278,3.9,0.68
"이격+10 + 종가상승2",55.0,278,3.9,0.68
"20아래 + 갭하락2 + 이격-5",55.0,149,3.9,0.66
"갭하락1 + 갭하락2 + 이격-5",55.0,149,3.9,0.66
"갭하락2 + 이격-5",55.0,149,3.9,0.66
